text,key,en_a1,en_a2,en_a3,en_a4,en_a5,en_a6
<handle replaced>Reminds me of the abusive scene from ChakDe India.,question_2,,,0.0,,,
<handle replaced>Remove Arfa Khanum n her kind of fake people from Bharath it will big time surveys d swach Bharath abhiyan #NationWithArnab #BanTandavNow,question_2,,,,,,1.0
"<handle replaced>Remove the suffix ""Khan"" then..I don't why you wrote this ? Against what ? You want to include all Pakistani and Bangladeshi Muslims should be given citizenships by the government ?",question_2,1.0,0.0,,,,
<handle replaced>Report this bitch 😡,question_2,,,,,1.0,
<handle replaced>Request you pls name the economist .:? Want fall on his feet for peddling the fake narrative,question_2,,,,0.0,,
<handle replaced>Respect every religious thank you may the holy God forgive you...,question_2,,,,,0.0,
<handle replaced>Respect from #Pakistan,question_2,,,,0.0,,
<handle replaced>Rice bag? All rice bags r same always hands in the destruction of the countries progress.,question_2,,,,1.0,,
<handle replaced>Ricebags <handle replaced><handle replaced><handle replaced><handle replaced>even the senior women are driving your cheatcons away..not everyone sells their souls for a $ wine 🍷 gown..,question_2,,,,,1.0,
<handle replaced>Richa became a disgrace 🤮🤮,question_2,,,,,1.0,
<handle replaced>Richa g I was listening the raag of your at  3 Am on Twitter space.. I was just wondering if it was a dream.. Thanks for making tough time somewhat lighter.. Hoping you join more spaces,question_2,,,0.0,,,
<handle replaced>Richly deserved. I’m rooting for you <handle replaced>,question_2,0.0,,,0.0,,
"<handle replaced>Right , she looks so arrogant and with no reason she considered one of most beautiful woman of Asia.  There must be some eye defect In those people who say so. Crazy.👎👎😏😏",question_2,,,,1.0,,
<handle replaced>Right in front of his daughter too. Shit is all kinds of gross.,question_2,,,,,0.0,
<handle replaced>Rightly pointed out Rina madam.,question_2,,,,,0.0,
<handle replaced>Rio repeat yet another shooting debacle. Had high hopes.,question_2,,,,,0.0,
<handle replaced>Ritu you are simply too sexy and damn hot &amp; can give any teenager a tough run....## Even the sexiest teens would be nothing infront of your voluptuous figure...##,question_2,,,1.0,,,
<handle replaced>Road were narrower even then  Wow,question_2,,0.0,,,,
<handle replaced>Roses are red violets are blue Supporters of Rhea FUCK YOU,question_2,,,1.0,,,
"<handle replaced>SAD! Yes we're killer. How cruel are we? We kill animal for joy &amp; for taste - Dog, Cat, Goat, Buffalo,Cow, Elephant, Camel, and so on. Don't be ashamed of being a human we are what we were.",question_2,,,,,0.0,
<handle replaced>SELFISH N self centered,question_2,,,0.0,,,
<handle replaced>SERINGAPATAM might be the name of a brothel in Thailand.Tippu Sultan was in SHRIRANGAPATNAM and was a muslim fanatic who murdered and converted many hindus and christians in karnataka and Kerala,question_2,,,,,1.0,
<handle replaced>SHOCKING N HEARTBREAKING!! #ripsidharthshukla 💔💔💔❤❤❤💔💔💔💔💔 PRAYERS for FAMILY 🙏🙏🙏🙏🙏🙏 <handle replaced>#SidharthShukIa ICON #SidHearts,question_2,,,0.0,,,
"<handle replaced>SRK's Son concerns you , but there is not an iota of concern for the innocent hindus in your friendly neighborhood. You vociferously objected #CAA .You guys are lucky,WB people are insipid.We know Hindus doesn't matter to you because you are sold to the muslim community.",question_2,,,,,1.0,
<handle replaced>STOPNIT YOU WHORE,question_2,,,,,1.0,
<handle replaced>Saba giving tough competition to Manjrekar,question_2,,,,,0.0,
<handle replaced>Sad news,question_2,,,,,0.0,
"<handle replaced>Sad reality is that people get lynched for eating beef, swearing on politicians or just practicing their religion,instead of all this BS certainly  rapists should be lynched/hanged publicly to make a statement to all those sick inhuman people",question_2,,,,0.0,,
<handle replaced>Saint  😀 🤣 😂,question_2,,,,0.0,,
<handle replaced>Same Mamta Ji... Bcos a girl asked her question... She called her characterless woman...  Now Mamta is talking about woman....  Ashamed ...,question_2,,,,0.0,,
<handle replaced>Same as 1st innings dismissals,question_2,,,0.0,,,
<handle replaced>Same here 😂😂😂,question_2,,0.0,0.0,,,
<handle replaced>Same hipocrats come on street if something happens to there brothers in palastine when Israelis respond to the the terrorist activities. That time Tera mera rishta bhai bhai. That is the the power of Muslim brotherhood which has nothing to do with any national border.Hipocracy.,question_2,,,,,,1.0
<handle replaced>Same lawyers fought for Terrorist Afzal guru?,question_2,,0.0,,,,
<handle replaced>Same thing did by UPA -2 few months before they lost elections.. The great “food security bill “ is a burden on the country’s economy which is out of the syllabus of your party...,question_2,,0.0,,,,
<handle replaced>Same thing is going on bully weed Devine justice for ssr going on bully weed,question_2,,,,,1.0,
"<handle replaced>Same thought 🤣 Best way to handle #StubbleBurning to be declared as #HinduFestival ""#Parali Dahan"", it will automatically get media, SC, Sickular Liberals attention and there will be hundreds of suggestions and protest to bring down the burning stubble. #DelhiAirPollution",question_2,,,0.0,,,
<handle replaced>Same thoughts...I didn't get what the fuss was about. Why should everyone like Indian food? I think its time that we get out of inferiority complex and stop hyperventilatng at every criticism.,question_2,,,,0.0,,
<handle replaced>Same to you dear,question_2,,,,,0.0,0.0
<handle replaced>Same. I got 42 followers. That’s all a bitch need right na 😭😭😭,question_2,,,0.0,,,
<handle replaced>Sampavam is for you once the show is over wait you bitch,question_2,,,1.0,,,
<handle replaced>Sana di its a great treat for us seeing u and shravan bhaiya together on real vision. Thanks a lot. All the best 4 ur radio show,question_2,,0.0,,,,
"<handle replaced>Sanatan Dharma has consistently been vulnerable. In the name of self criticism, people have been appeasing Muslim and Christian societies. It has reached to the level of bootlicking. Left wings have been distributing certificate for intellectuality.",question_2,,,0.0,,,
<handle replaced>Sane (majority) Hindus should protest by entering churches this Christmas. Let’s show the spirit of unity to these bastards!,question_2,,,,1.0,,
<handle replaced>Saryagraha wins….those who isult saryagrahis should learn…nothing comes in a begging bowl !! Jai Kisaan !!,question_2,,,,,,0.0
<handle replaced>Save the planet #australiafire,question_2,,0.0,,,,
"<handle replaced>Saw this video, shared it in my family WhatsApp group. Complete silence from every one of them. Seeman is the only political leader who has guts to call spade a spade. 🙂",question_2,,0.0,,,,
"<handle replaced>Say Narendra Modiji is our democratically elected popular PM in my India. You all r catalyst to imbalance demography in India for dividing India. Hypocrite secular is blind to see thousands of Muslims violating, vandalising and destroying properties and hurting dressed police.",question_2,,0.0,,,,
<handle replaced>Say it again louder for the dense mf in the backkkk. “Well the court said” BITCH. the court doesn’t know shit!!!,question_2,,,,,0.0,
"<handle replaced>Sayema, teaching elementary of urdu is not a bad idea.",question_2,,0.0,0.0,,,
<handle replaced>Scumbags,question_2,,,,,1.0,
<handle replaced>Scumbags Joan 😡,question_2,,,,,0.0,
<handle replaced>Scumbags man,question_2,,,,0.0,,
<handle replaced>Scumbags.,question_2,,1.0,1.0,0.0,0.0,
<handle replaced>Section 354 of IPC must be made gender neutral to address such behaviour. Being woman does not give license to touch a man inappropriately and intimidate him. Shame on these so called media persons.,question_2,,,0.0,,,
"<handle replaced>Secular Governments are neo-Aurangazebs of 21stCentury, Islamic invaders looted Temples&amp;destroyed, they followed Sharia, looting $,killing Hindus,destroying Temples  is 100% Islamic...now Secular Gov doing same, looting$,destroying Temples",question_2,,,,,1.0,
<handle replaced>See the #feminazi evil beaches mentality and their hatred theya wolves and beaches stay away from such cheap wormn,question_2,,,,,,1.0
<handle replaced>See the comments...! Full of Negativity ! Unnai vaithu kaasu paarka ninaikuthu oru kootam...! Intha photo eduthavanayum serthu thaan solren! This is your second chance to live ! Positive ah life ah start pannu!  Ipadi photo poda theva illai 👆🏻,question_2,,,,,0.0,
<handle replaced>Seems like he’s drunk on fame and keeps making these unnecessary pronouncements to feel important. Not gonna forgive libs for making him one of their little secular messiahs.,question_2,,,,,0.0,
<handle replaced>Seems to be a fake. Very poor English filled with grammatical errors &amp; sub-standard writing - definitely not BBC,question_2,,,,0.0,,
<handle replaced>Self promotion   Still ppl don't like you  You are hypocrite,question_2,,,0.0,,,
<handle replaced>Sending baets full of burnol to them.,question_2,,,0.0,,,
<handle replaced>Sending best wishes!,question_2,,,,0.0,,
<handle replaced>Sex education Rick and Morty Turning point Kota factory,question_2,,,,,0.0,
<handle replaced>Sex is not banned but porn sites are banned ... Why did u remain silent then ?,question_2,,,,,1.0,
<handle replaced>Sexcy hott 😍❤🔥💯..,question_2,,,,0.0,,
<handle replaced>Sexcy poses,question_2,,,,,,1.0
<handle replaced>Sexiest eyes ever,question_2,,,,0.0,,
<handle replaced>Sexually,question_2,,,1.0,,,
<handle replaced>Sexy,question_2,,,,,,1.0
<handle replaced>Shame on You. Don’t show your negativity against the nation. Sickular people #saisubr #Sickularists,question_2,,,,0.0,,
<handle replaced>Shame on b... like u,question_2,,0.0,,,,
<handle replaced>Shame on people like you!!!,question_2,,,,0.0,,
<handle replaced>Shame on these wandering dogs who attack elderly and teeagers and in mobs,question_2,,,0.0,,,
<handle replaced>Shame on those advocate who are supporting them!,question_2,,,,,0.0,
<handle replaced>Shame on u,question_2,,,,0.0,,
<handle replaced>Shame on you,question_2,,0.0,,,,0.0
<handle replaced>Shame on you !!!!!,question_2,,1.0,,,,
<handle replaced>Shame on you ...but no after all you are a great actor..here also you are paid for what you write,question_2,,,0.0,,,
<handle replaced>Shame on you sick minded sickulars . Shame on you,question_2,,,0.0,,,
<handle replaced>Shame on you.,question_2,,0.0,,,,
<handle replaced>Shame shame!,question_2,,,,0.0,,
<handle replaced>Shameela do we not remember after 11 years of marriage someone realised they were married to a Muslim man and he is in detention on love jihad charges 🤷‍♀️,question_2,,,1.0,,,
<handle replaced>Shameful and shocking,question_2,,0.0,,,,
<handle replaced>Shameless hypocrite,question_2,,,,,,1.0
<handle replaced>Shameless lady! foolish tweets!,question_2,,,,,,1.0
<handle replaced>Shameless person u r whoever you r . How much u got paid for??,question_2,,,,0.0,,
"<handle replaced>Shameless, who destroyed thousands of temples in India ? Those goones who belong to your umm**",question_2,,,,,1.0,
<handle replaced>Shawn Smith a bitch,question_2,,,,,0.0,
<handle replaced>She better put some respeck on your name pshh little who this little whore think she is,question_2,,0.0,,,,
<handle replaced>She can thank that stupid Ankita but not you. Wow she really is not subtle,question_2,,,1.0,,,
<handle replaced>She can't afford to offend her political bosses. Trying her best to hang onto her chair of shame!,question_2,,,1.0,,,
<handle replaced>She even burn roti in Australia 😂,question_2,,,,,0.0,
<handle replaced>She got bad bitch yet calm vibes,question_2,,0.0,,,,
<handle replaced>She has a Negative Mind Set so she dislikes things more than her Likings. We have to opt one thing LIFE OF CHILDREN        OR LEARNING FROM HOME I am sure she has NO ANSWER,question_2,,,,,,1.0
<handle replaced>She has forget her brain in her mother’s womb?,question_2,,,,,1.0,
<handle replaced>She has no idea who is her daddy. Still looking for him from India to Pakistan,question_2,,1.0,,,,
<handle replaced>She has only Pavitra Rishta which she can do! Nothing else! What a waste! How could Sushant being so intelligent fall for her? Poor him! #JusticeForSushantSinghRajput,question_2,,,1.0,,,
<handle replaced>She is a black widow spider. Kills her mate after having satisfied her needs and wants. Speak out about his murderers if you have a soul!!!  Sushant Ko Nyay Do,question_2,,0.0,,,,
<handle replaced>She is a depression patient... 😭😢😜😂,question_2,,,,,1.0,
<handle replaced>She is a flippin bitch.,question_2,,1.0,,1.0,,
<handle replaced>She is a whore and that’s about it,question_2,,,1.0,,,
<handle replaced>She is back now...wait is over stick to the tv tomorrow guys #NikkiTamboli is coming ❣️🔥🙌...sherni is back,question_2,,,,,0.0,
<handle replaced>She is cooking up a fake story to prove that she was very close to all BJP leaders 20 years back &amp;since 2014 she became an anti BJP/Hindu because of Modi &amp;Shah.But everyone knows she is a communal bigots and an expert in peddling fake narratives &amp;news against Govt &amp; our country,question_2,,,,,,1.0
<handle replaced>She is not wearing hijab or niqab,question_2,,,,,0.0,
<handle replaced>She is very beautiful,question_2,,0.0,,,,
<handle replaced>She must pay for what she did #womenaretrash,question_2,,,1.0,,,
<handle replaced>She needs help from sun.,question_2,,,,,,1.0
"<handle replaced>She was nearly killed and then awarded noble prize for taking on morons, Pakistani taliban head on. She has repeated the same mistake again now.",question_2,,,,,0.0,
"<handle replaced>She was the misguided poison arrow ,living off people’s insecurities and misfortunes.She was the plague that added venom to the already ticking bomb in the country.There is peace now .☮️☮️💟",question_2,,,,,1.0,
<handle replaced>She's such a whore,question_2,,,,,1.0,
<handle replaced>Sheila Maushi would be travelling in Mercedes E Class proved 40 lakhs,question_2,,,,,,1.0
<handle replaced>Sher Girl,question_2,,,,,0.0,
<handle replaced>She’s peddling her indira movie  ,question_2,,,,,1.0,
<handle replaced>Shit tht accent z spot on 🤣 like crazy 🤣🤣 hilarious 🤣🤣,question_2,,,0.0,,,
<handle replaced>Show n teach all this to those demon women who files #FalseCases on men/husbands and then extort huge amount of money. That will help the society and will empower the women too.,question_2,,,,,1.0,
<handle replaced>Show ur pussy closeup pic,question_2,,,,,1.0,
<handle replaced>Showing off body by a lady  is not considered  a strength.,question_2,,,,,1.0,
<handle replaced>Shut the hell up Sona!,question_2,,1.0,,,,
<handle replaced>Shut up moobs.,question_2,,0.0,,,,
<handle replaced>Shut up whore,question_2,,,1.0,,,
<handle replaced>Shut up you illiterate conservative idi0t 🤡,question_2,,,1.0,,,
<handle replaced>Sick minds silly pleasures all yours <handle replaced>,question_2,,,,,0.0,
<handle replaced>Sick people rape women rest seeks sexual favours. This is how do we see sex!,question_2,,,0.0,,,
<handle replaced>Sick ppl they are. Sad,question_2,,,,0.0,,
<handle replaced>Sick...,question_2,,1.0,,0.0,,
<handle replaced>Sickular doctor....get well soon...,question_2,,0.0,,,,
"<handle replaced>Siddhant Chaturvedi, Ananya Panday to star in #ShakunBatra’s next  #Bollywood <handle replaced><handle replaced>   ",question_2,,,0.0,,,
"<handle replaced>Silly,Fake news factory woman..!",question_2,,,,,1.0,
<handle replaced>Simple reason they know that even  after all this many of these doctors and their family members still vote for them. Just because of #Hindu  #Muslim and #Pakistan propaganda!! That’s why don’t give a shit abt protest and agitation and all.,question_2,,,0.0,,,
"<handle replaced>Sir please donate to churches, Gurudwara,  temples,  great people like you have to prove that india is a secular country. Carona sees no religion, caste economic status,or power.",question_2,,,0.0,,0.0,
"<handle replaced>Sir, right now 3 हिजड़ा is blocking traffic jail road square. Just for info.",question_2,,,1.0,,,1.0
"<handle replaced>Sir...  We do not expect anything from judgements.  Judgements r application and interpretation of Laws.  Till the time we have #GenderBiasedLaws, we will keep having #GenderBiaded Judgements.  It's high time to change our age old laws.  <handle replaced> <handle replaced> <handle replaced>",question_2,,0.0,1.0,,,
<handle replaced>Situation getting from bad to worse. Government has no idea how to contain the spread. Stuck between the devil and the deep sea.,question_2,,,0.0,,,
<handle replaced>Sixeerrrr 😂😂😂😂😂,question_2,,0.0,,,1.0,
<handle replaced>Sizzling,question_2,,0.0,,,,
<handle replaced>Slim down or sick 🤒,question_2,,,,,0.0,
"<handle replaced>Slipper shot to <handle replaced>and thank you mam, love your guts....!",question_2,,,,,1.0,
<handle replaced>Smh y’all need Jesus and a therapist,question_2,,,,,1.0,
<handle replaced>Smokin Hot !!!!,question_2,,0.0,,,,
<handle replaced>Snake 🐍,question_2,,,,0.0,,
<handle replaced>So Aryan khan is not onto heavy drugs. Doesnt smoke party womanise or drink. Drinks only milk and was arrested from an amul kiosk. People like you have been defending criminals terrorists drug peddlers in the name of religion and thereby will cause its downfall.,question_2,,,0.0,,,
<handle replaced>So Beautiful,question_2,,,0.0,,,
<handle replaced>So Beautiful 😍😍,question_2,,,,,,1.0
<handle replaced>So Much Wastage Of Food For showing off you are rich and lead a luxurious lifestyle.. Atleast 10 people would have eaten this food.. Very Shameful.. <handle replaced><handle replaced><handle replaced><handle replaced><handle replaced>,question_2,,,,,0.0,
"<handle replaced>So So So So So So Beautiful ""Atti Sunder""",question_2,,,1.0,,,
<handle replaced>So another beheading for a cartoon; the Muslims are in fact an existential threat to Jews &amp; Christians; our existence is a blasphemy to them. Sad irony is Jews &amp; Muslims are cousins from seed of Abraham &amp; Christians from teachings of Jesus a Jew.  😇,question_2,,,0.0,,,
<handle replaced>So basically she's finding her erotic grarification in Shiva. Well n Good..  Shows that all she sees in any being is only sexual thing. She's a walking Freudian study specimen,question_2,,1.0,,,,
<handle replaced>So beautiful mam i always love you dearest sweetheart mam,question_2,,,1.0,,,
<handle replaced>So beautiful 😍💞,question_2,,,,,0.0,
<handle replaced>So beautiful 😍😍,question_2,,,,,0.0,
<handle replaced>So beautiful.,question_2,,,,,0.0,
<handle replaced>So bful you are....,question_2,,,1.0,,,
<handle replaced>So funny... When you don't know how to play.. Blame the pitch.. And entire world... Reality is you people have no answer for Modi... So spread lies... Maybe few idiot will trust you,question_2,,,0.0,,,
"<handle replaced>So great mam, u r a real patriot star..we love u mam",question_2,,,,0.0,,
<handle replaced>So hot beautiful baby,question_2,,,,0.0,,
<handle replaced>So hotttttt😍😍,question_2,,,1.0,,,
"<handle replaced>So if you are not travelling by local bus....you can't speak about it....they are paying the maximum taxes more than all of us....how much you all pay and want buses or property to be destroyed.,..shame on people liking your idiotic comment",question_2,,,,,1.0,
"<handle replaced>So it’s acceptable for an opposition party to run campaigns that endanger lives of Indians;hoard beds,medicines,oxygen,defame country’s name,make a spectacle of funeral pyres of its dead,  pay its band of soulless journalists to feast on its misery.Fantastic! #CongressMukTBharat",question_2,,,,,1.0,
"<handle replaced>So like this incidents proving again&amp; again.. Love Jihad bill is Useless ????????  Wt BJP, RSS is Doing??? Who gave the Rights to These M Extremist ppls to commit like this incidents again&amp; again.",question_2,,,,0.0,,
<handle replaced>So much drama ? #NarmadaDam #SardarSarovarDam  ,question_2,,,,,1.0,
<handle replaced>So much hate for your elected PM rather than cursing your best friend China  which gave Corona,question_2,,,,,1.0,
<handle replaced>So nice,question_2,,0.0,,,,
<handle replaced>So nice Meghana...waiting for the movie.,question_2,,,0.0,,,
<handle replaced>So now you are expert than NIA to judge what is right and what's wrong ? Any judgement by supreme Court against your thoughts is always wrong or else it is milestone judgement,question_2,,,,,0.0,
<handle replaced>So please ask those countries to take rohingyas ... Just blabbering shit doesn't make anything truth... None of muslim countries want to refugees n you speak sitting in India... Go there n speak like this shit n you will pay for freedom of expression,question_2,,,0.0,,,
<handle replaced>So pretty shradda mam looks so marvelous in saree,question_2,,,,,,1.0
<handle replaced>So sad,question_2,,,,,,0.0
<handle replaced>So sexi girl,question_2,,,,1.0,,
<handle replaced>So sexy ❤️ you,question_2,,,,,,1.0
<handle replaced>So sexy 🔥🔥🔥🔥🔥🔥,question_2,,0.0,,,,
<handle replaced>So sexy👙👠💋,question_2,,,,,,1.0
<handle replaced>So she wants a democratic Afghanitan just like democratic India?,question_2,,,0.0,,,
<handle replaced>So sweet,question_2,,,,,0.0,
<handle replaced>So sweet 💖,question_2,,,0.0,,,
<handle replaced>So this is how you got to film this movie with the approval of the Sri Lankan government? By spreading lies and feeding into an oppressive government's propaganda? You're making a mockery of all the Tamil people who died in the Black July riots. And for what?,question_2,,,,,0.0,
<handle replaced>So tru cringe pheminist😋,question_2,,,1.0,,,
<handle replaced>So true we have become spineless specially in UP.,question_2,,,,,0.0,
<handle replaced>So true. Even in the uk the audio was terrible 🙄,question_2,,,,0.0,,
<handle replaced>So very cheap of <handle replaced>and her super joker &amp; opportunist boss Udham.,question_2,,,,0.0,,
<handle replaced>So what about the tweet by amanatulla khan. No arrest???🤨🤨😠😠,question_2,,,0.0,,,
<handle replaced>So why were women made sex slaves Why were they sold as slave to buy weapons  Why don't u quote the full one   Why did he delete this 11min video because of the outrage,question_2,,0.0,,,,
<handle replaced>So you agree that <handle replaced>is a role model for Terrorists. Don't you?,question_2,,0.0,,,,
<handle replaced>So you are supporting those goons who destroy public properties just because some of them pay taxes,question_2,,,,,1.0,
<handle replaced>So you deny to be lesbian ?,question_2,,,1.0,,,
"<handle replaced>So your son and cat enjoy, loud theater sound, vehicle horn sound, azan sound, new year cracker sound, wedding music and cracker sound, hospital noise, school games noise, stadium noise, theater noise but get disturbed only during the 2 or 3 hrs of Deepavali crackers, strange.",question_2,,,,,1.0,
<handle replaced>So yours have an idea bout dont show up to yours agressors. I still wanted to meet yours lovely spirit of mother hood and have a reason for to help yours to break true! <handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced>,question_2,,,,,0.0,
"<handle replaced>So, do we take it in a way to say that uneducated women dont reach courts to file #FakeCases ? Also most educated men are not able to come out of the trauma caused due to the #GenderBiasedLaws structure and their misuse by any women",question_2,,,,,1.0,1.0
"<handle replaced>So, you live in a country where thousands of young girls are the victims of muslim grooming gangs, and you want to build mosques? Is this some messed up version of Stockholm-syndrome or? 🤔",question_2,,0.0,,,,
"<handle replaced>So? Every Indian has Fundamental duties also...but every one talks about just Fundamental Rights.  Every Indian is a tax payer agree, but it doesn't give anyone the right to damage public property.",question_2,,,0.0,,,
"<handle replaced>So??  You will claim The greatest hindu general a victim of Love jihad?  Who was himself a jihadi slayer?  Bajirao wanted Shamsher to be raised as Brahmin but was opposed, no options were left in front of him.  And also these fools are not authorised descendents. They just claim.",question_2,,,0.0,,,
"<handle replaced>Social justice ? How about your sexual predator father ? So easy to talk all righteous for anti national activities and when your father is caught red handed, just keep mum and support him ! #ShamelessHyporcrites",question_2,,,,,1.0,
<handle replaced>Soiled brat,question_2,,,,0.0,,
<handle replaced>Solid punch!,question_2,,0.0,,,,
"<handle replaced>Some 200 arrested so far, but none of them are ldrs. Hope police doesn't wait till UP election to book the main instigator. With every passing day, the pics of R-day violence will fade away from ppl's memory easing the path of playing Victim Card.",question_2,,,0.0,,,
<handle replaced>Some help from your relatives in Kaneda. Hypocrite old woman .,question_2,,,,,1.0,
"<handle replaced>Some herapheri of words u did here, filthy lady. Power u seek, money u strive for and fooling the people u aim for. Expiry date approaching.",question_2,,1.0,,,,
<handle replaced>Some leeches will have a problem with the t shirt,question_2,,0.0,,,,
"<handle replaced>Some mentality can’t be changed and one such is yours. Yes, of course you don’t have an iota of decency or regret for your sold behaviour . As CDS Bipin Rawat ji said not all can be in army , it needs sacrifice . A luxury life like u never understand. Karma will serve u so bad",question_2,,,,,0.0,
<handle replaced>Some women boses with a bit of power are real bitches and are bad news! One might not like to work in their supervision even at the risk of being dubbed as misogynist! Remember: all women can be bitches; all men bastards!,question_2,,1.0,,,,
"<handle replaced>Somebody can call 50cr girlfriend, Napunsak, bar dancer, Naachne waali but no ""bird dropping""....I get it.",question_2,,1.0,,,,
<handle replaced>Somebody should change it from illegal migrants to persecuted people,question_2,,,,,0.0,
<handle replaced>Someone tweeted 1TB = 1 Too much bitch 😂😂,question_2,,,1.0,,,
<handle replaced>Someone who unironically says “feminazi”,question_2,,0.0,,,,
<handle replaced>Something you will never eat. Saag!;),question_2,,,,0.0,0.0,
<handle replaced>Sona why silent on bjp mps and mlas who are rapist ? Unnao rape case  Senger chinmayanand sakshi maharaj  All rapist enjoying luxurious life but not a single word from you why this hypocricy ?,question_2,,1.0,,,,
<handle replaced>Song.....                                                           Check out aysha_khan066's video! #TikTok  ,question_2,,,0.0,,,
<handle replaced>Soo hot,question_2,,0.0,,,,
<handle replaced>Soo hot 🔥,question_2,,,,0.0,,
<handle replaced>Soon Australia will block it until things are stable back in India.,question_2,,,,0.0,,
<handle replaced>Soon as I found out that one bitch was fake I whipped her ass😭my house was literally a boxing ring.. from you and Kori to me and her😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,question_2,,0.0,,,1.0,
<handle replaced>Soon!!😘❤️,question_2,,,0.0,,,
<handle replaced>Sorry Godse was not from RSS u need to know basic history before making sweeping statements for which you seem to be ill equipped,question_2,,,,0.0,,
<handle replaced>Sorry for what you're going through. Wish you strength.,question_2,,,,,,0.0
<handle replaced>Sorry im mad in love u  oe what i can do big misttake i treat other who mad in love  dont vriey babes me treat my self,question_2,,,1.0,,,
<handle replaced>Sorry to ask this...  I observed every day you are posting regarding nepotism are some shit at this time only ... so are you drunk...?  🤔🤔🤔🤔  But there is nothing wrong in drinking r tweeting...,question_2,,0.0,,,,
"<handle replaced>Sounds like a great class for novice and/or male writers: ""Ways to hurt, intimidate, and upset your female characters... that is not rape."" Seriously. I'm sick of reading books that use it to increase the stakes. Ignoring the morality issues, it's bad writing.",question_2,,,,0.0,,
"<handle replaced>Sour Bhaskar mam Is Tabligi jamath OK for you?the Jamath that wantonly Spread Virus in India.Tabligi is banned in Saudi,says it's a dangerous terror organization. Evangelists Congregation is OK?O sorry they are your masters pay you to run their Agendas.",question_2,,,,,1.0,
<handle replaced>Speciality of this gen comics are that they are dumb and they are not witty!!!,question_2,,0.0,,,1.0,
<handle replaced>Spend time with Ali n you will be fine,question_2,,,,0.0,,
<handle replaced>Spot on ma'am.Only if the whole bollywood had even one brave spokes person like you. All cowards sikular libards exists in bollywood only sadly.,question_2,,,,0.0,,
<handle replaced>Spruha u r so fucking sexxxxy &amp; u r a very good kisssssssssssssssser✊💦✊💦💋💋💋✊💦,question_2,,0.0,,,,
<handle replaced>Spy you talking about madam.,question_2,,,1.0,,,
"<handle replaced>Squarehead, rape, the unfortunate thing and love jihad are two different matters!! If you don't know a shit, keep quite and rename yourself😑",question_2,,,1.0,,,
<handle replaced>Stands for oppressed but misled will never understand...,question_2,,0.0,,,,
<handle replaced>Statement On Her Recent Marriage <handle replaced>  ,question_2,,0.0,,,,
<handle replaced>Statement 👌,question_2,,,,0.0,,
<handle replaced>Still better than burkha.. 😉,question_2,,,,,,1.0
<handle replaced>Still got you home safe bitch 😭,question_2,,,,,1.0,
<handle replaced>Still in my rotation too.. B. O. B,question_2,,0.0,,,,
<handle replaced>Stop all movies in thetres...no shittg Bollywood parties...no maids in celebrities home,question_2,,,0.0,,,
<handle replaced>Stop being your usual anti national self and a Chinese agent. Stop glossing over China’s aggression. Be a true patriot for once. Not a China flunky.,question_2,,0.0,,,,
<handle replaced>Stop doing hindu Muslim always.. We all are Indians.. You better leave this field of journalism.. That will be better for all 🙏🏻🙏🏻🙏🏻,question_2,,0.0,,,,
"<handle replaced>Stop that nonsense there is nothing like Shia genocide. Few weeks back a man was shot dead in G 13 but no one says it's a Sunni genocide. Stop spreading hate, we are all Muslims and brothers. It was unfortunate and Instead of this crap it should be #JusticeForSyedRazaNaqvi",question_2,,,,0.0,,
"<handle replaced>Stop this Hyper Nationalism drama 24/7. No one is taking away our nation anywhere. No one is to decide How nation has to survive...We have Judiciary,we have constitution. Your nationalism is communism which has nothing to do with nation other than dividing",question_2,,,0.0,,,
<handle replaced>Stop ur fake nonsense.,question_2,,,,,,0.0
<handle replaced>Stop watching this hypocrite lady's films....just show him shoes,question_2,,,,,1.0,
<handle replaced>Stop your fear mongering,question_2,,,0.0,,,
"<handle replaced>Strangest question,hmmm.....So what's the right way to connect  with you regularly ?😉",question_2,,,,0.0,,
"<handle replaced>Stringer, Alia Bhat, please work on this article...  The director's dilemma.  With love, Bhav.",question_2,,,,,,1.0
<handle replaced>Stunning 😍,question_2,,,,,0.0,1.0
<handle replaced>Stupid,question_2,,0.0,,,,
"<handle replaced>Stupid, ignorant woman. La illa illallah.. means there's no other god but Allah.   THIS IS communal. This flies in face of all other faiths as this clearly says your gods are false gods and only allah is true.",question_2,,,,,1.0,
<handle replaced>Stupidity speaks louder,question_2,,,0.0,,,
<handle replaced>Such a bi***y lady u r!!! SAD 🤔🤔🤔,question_2,,,,,1.0,
<handle replaced>Such a liar that day in the fight he said I have not seen anything. This bhagoda ran so that he could get outside feedback and then change his game accordingly.,question_2,,,,,0.0,
<handle replaced>Such a lovely place...beautiful natural beauty....which place is it mam,question_2,,,,,,0.0
<handle replaced>Such a stupid ..I would say a gober mind lady.... gober wo bhi Buffalo ka,question_2,,1.0,,,,
"<handle replaced>Such a stupid sense of humour. Let me report your tweet to cyber cell. The will surly change your mindset. <handle replaced>this lady tweet hate speech against lord shiva, i want this tweet to report against Section 506,507. Also doing written statement to website.",question_2,,,,,0.0,
<handle replaced>Such a sucker,question_2,,,,,0.0,
